name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths
brittbritt5550#5660546,0,1,0.1,0,1,0,110,0,5,0,5.0,0,0,0,1550,0.0,0,10
tkm_tkm0117#3413893,7,83,0.83,6,3,2,0,379,10,15,5.0,2,16,1630,11250,237.84,2009,100
UrBaDKiD400#7434978,19,871,0.7515099223468508,10,26,6,7,2132,167,160,6.4230769230769225,26,126,8671,250891,76.84311377245508,10803,1159
TELLEZrene#6975462,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,1500,0.0,0,1
Jeremy#8492536,320,14852,1.2702702702702702,23,117,13,3,27354,743,2192,1.9604221635883905,379,1352,112315,1852740,296.01238223418574,139669,11692
三哥哥#4932374,132,3206,0.9956521739130436,10,41,11,2,7245,275,350,2.477477477477477,111,1248,32048,555593,185.93890909090908,39293,3220
NRGY_R4yKo#8537913,470,12247,1.0802681485401782,19,148,12,111,28600,1177,2282,4.59765625,256,1097,90493,2703789,147.57043330501273,119093,11337
HappyRogue#9616566,15,41,1.4137931034482758,0,8,0,33,0,15,4,15.0,0,0,0,38825,0.0,0,29
HaWk Edgi#5528527,1,5,0.2272727272727273,3,1,0,0,17,1,2,1.0,0,2,165,725,326.4,182,22
Xx-Shikar-xX#5092749,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
fabite69#7901050,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Hoanbeo1#8013826,1,2,2.0,0,1,0,0,0,1,1,1.0,0,0,0,925,0.0,0,1
HeadyLife1994#2793936,639,15786,0.943010752688172,14,131,14,6,23628,1406,2842,2.703846153846154,520,1346,147891,2177515,266.5625889046941,171519,16740
09771#8158362,5,58,0.8529411764705882,5,3,3,0,173,10,12,2.5,4,18,955,11925,355.38,1128,68
malecki22#1484265,223,623,0.48671875,9,35,4,110,1228,484,149,28.470588235294123,17,165,4950,404115,25.42809917355372,6178,1280
Armiiin#4020761,0,852,0.9726027397260274,0,45,2,111,0,272,228,272.0,0,362,0,645880,0.0,0,876
Wong Fei Hung#1012391,1108,31623,1.1489245749164363,18,370,13,100,91355,3400,5832,4.670329670329671,728,5295,304895,12192285,125.01705882352941,396250,27524
mariegemini89#5764209,748,12933,0.8078580798300956,15,114,10,111,19236,1523,1797,2.1882183908045976,696,1361,300787,1799750,276.9640183847669,320023,16009
The Flaping#2631935,16,667,0.9162087912087912,8,27,7,111,1584,152,130,8.941176470588236,17,130,6412,268280,54.39473684210528,7996,728
Brebispoemedu70#2483211,0,4,0.4,0,2,0,110,0,5,0,5.0,0,2,0,3975,0.0,0,10
jdse85#8748958,0,18,0.6428571428571429,0,3,0,0,0,11,1,11.0,0,0,0,10460,0.0,0,28
NTMR_fruitpunch#9317993,597,20820,1.0447087159415926,18,155,12,4,77630,1227,3617,2.2268602540834848,551,4558,313663,2979944,241.14865525672366,391293,19929
ALI#3610904,2,2,0.14285714285714285,2,1,0,1,7,3,1,3.0,0,0,202,385,163.8,209,14
X2austin#8173786,0,12,0.3428571428571429,0,3,0,110,0,16,2,16.0,0,7,0,10692,0.0,0,35
Gucci#6575861,257,5220,0.9950438429279452,16,47,13,51,19666,571,727,2.061371841155234,277,823,84621,720299,316.60035026269696,104287,5246
leomars,743,18110,0.9898879475266468,12,134,10,110,74323,1591,2444,1.9912390488110137,799,3340,481066,2251015,274.9384035197989,555389,18295
kickin chicken#7418150,495,13127,1.0429842682345465,14,125,7,111,37176,926,2502,2.9584664536741214,313,2249,144633,2025522,224.090928725702,181809,12586
honimagic9#6459716,99,1487,0.596470116325712,7,26,4,2,5655,162,281,3.1764705882352944,51,390,24109,249595,293.07777777777784,29764,2493
FlamingStarr#8074319,0,1,0.07692307692307693,0,1,1,0,1,4,0,4.0,1,1,83,1225,49.8,84,13
Uber Honan#6735836,0,61,0.4066666666666667,0,8,0,110,0,75,10,75.0,0,2,0,35500,0.0,0,150
JaySoxB#3981341,16,418,0.8989247311827957,0,23,1,110,0,120,113,120.0,0,31,0,205946,0.0,0,465
Kosegud#1427732,207,5174,1.5353115727002968,13,112,12,110,16205,521,1042,3.593103448275862,145,702,50045,1758745,123.71631477927065,66250,3370
Its Biscuits#5585004,63,2716,0.947662247034194,14,110,4,111,2269,771,531,24.09375,32,437,15030,1705199,29.031906614786,17299,2866
boondoks_gang#3234092,0,1,0.07692307692307693,1,1,1,0,6,1,0,1.0,1,5,194,450,357.6,200,13
Rousing king#7909388,16,24,0.5581395348837209,0,6,1,4,0,22,4,22.0,1,0,0,24175,0.0,0,43
rewritvce#9727051,0,22,0.5641025641025641,0,7,0,110,0,22,4,22.0,0,3,0,29148,0.0,0,39
Comethazine2#2082114,18,184,0.8888888888888888,6,5,2,0,662,34,35,2.125,16,25,2293,19440,156.77647058823533,2955,207
SB Tinman#1616636,646,10173,0.6724172119769978,13,93,11,110,18724,1139,1359,2.418259023354565,471,1614,149598,1419285,286.08305531167684,168322,15129
MilesMoraIes-EYE#8265386,6,79,0.5031847133757962,5,4,3,0,292,12,8,4.0,3,21,1359,16215,268.7,1651,157
Killer G69#5297378,0,757,1.1791277258566981,0,46,5,111,0,251,176,251.0,0,110,0,689393,0.0,0,642
jhonbm22#8865268,0,17,0.5151515151515151,0,3,0,110,0,19,4,19.0,0,5,0,10975,0.0,0,33
Kurumi#4230690,2,54,0.6352941176470588,6,5,2,0,151,16,5,5.333333333333333,3,10,595,18000,90.3,746,85
Métafion#2551843,0,0,0.0,0,1,0,0,0,2,0,2.0,0,2,0,50,0.0,0,4
SlibzGraphics#1372425,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
majortogoated#7119619,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2
KwamePantii#1066118,493,3843,0.6142902813299232,9,46,11,110,17850,977,696,2.9251497005988023,334,1251,100520,684047,243.6030706243603,118370,6256
jonathanmanon220#3548628,76,1613,0.9693509615384616,9,24,7,110,6571,164,213,2.1025641025641018,78,241,24311,219725,264.20487804878053,30882,1664
jlmguillo,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
ghostyagirl3#9163370,1,92,0.16,1,17,4,110,0,316,18,316.0,0,32,10,123650,0.5696202531645569,10,575
martinarias9421#9309833,0,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,100,0.0,0,4
Securing Delta#1550808,380,9382,0.8857628398791542,15,135,11,110,15348,1129,1632,3.906574394463668,289,1462,81703,2281653,155.21718334809566,97051,10592
Emilklosek#9185467,0,1,0.2,0,1,0,0,0,2,1,2.0,0,0,0,400,0.0,0,5
Changon boy90#2978138,378,7608,0.9495756365451822,13,68,8,111,13070,793,958,2.8220640569395017,281,747,57606,1105556,254.3076923076923,70676,8012
Shisui#2895584,860,33072,1.0618037050117186,20,228,15,111,103340,2151,5346,3.22972972972973,666,7021,380179,6112608,170.3576011157601,483519,31147
Tannerjohn#3223559,773,17065,0.9502728588929724,17,189,19,111,35588,2096,2860,2.794666666666666,750,2446,258133,4447004,171.49150763358782,293721,17958
sargentdeathdog#9460804,453,12157,0.7859451771399018,16,176,34,60,46726,1819,1375,2.576487252124646,706,4496,558604,3865791,228.5132490379329,605330,15468
AOWILLIAMS27#7130489,90,1980,0.9984871406959152,11,27,8,0,7532,178,278,2.1707317073170733,82,334,28682,256346,281.6966292134832,36214,1983
igiveuplove#7198359,0,30,0.26785714285714285,0,6,0,110,0,51,7,51.0,0,1,0,26451,0.0,0,112
renMX12#2286782,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
david_10_94#7544769,0,30,1.1111111111111112,0,6,1,110,0,8,7,8.0,0,5,0,24050,0.0,0,27
TheSchu689,67,640,0.5228758169934641,7,13,4,0,1475,105,123,4.038461538461538,26,152,13413,83625,260.8571428571429,14888,1224
oskyyy22#2225800,450,4278,0.7646112600536193,11,182,4,111,3660,1927,951,32.66101694915254,59,513,23067,4127447,19.23798650752465,26727,5595
bigsayo149#5926316,1,5,0.8333333333333334,2,1,0,0,18,1,0,1.0,0,2,94,900,152.4,112,6
Super-Tosto69#8537760,1117,18704,1.8762162704383591,19,433,31,111,14715,3509,4768,23.87074829931973,147,863,44293,14888428,21.994300370475926,59008,9969
Juss_Luis#1699869,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
peppe22-Giacomov#8144844,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Murat_avc#2841118,18,279,0.5682281059063137,6,9,3,110,470,35,42,2.5,14,64,1304,43885,271.38857142857137,1774,491
Peppermint#6876926,53,649,0.630709426627794,6,15,13,0,3216,107,109,2.4318181818181817,44,167,14175,103969,288.4878504672897,17391,1029
BBMGANG#7450269,0,3,0.2307692307692308,0,1,0,0,0,6,1,6.0,0,0,0,2650,0.0,0,13
Scottyboyrocker#1838702,928,29284,1.0441045388098549,22,183,10,111,81661,1855,5007,2.836391437308869,654,4826,230746,4200884,293.22436657681936,312407,28047
iyad47#5236546,343,8314,0.8276754604280737,16,79,8,110,23421,726,1417,2.6691176470588243,272,1531,76287,1233702,210.7677685950413,99708,10045
Bad-Company-01#7605344,1,11,0.8461538461538461,3,1,0,0,42,1,1,1.0,0,2,512,1605,357.6,554,13
eslenderman53_88#5533866,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Charlie36640#1089090,3,1,0.16666666666666666,0,1,0,0,0,3,0,3.0,0,0,0,750,0.0,0,6
aboelnagakareem_#5123633,608,38502,0.9881936245572608,18,237,21,110,119936,1882,11719,2.0590809628008757,914,7916,375400,6495240,245.759298618491,495336,38962
Maisaa 5#6513450,7,0,0.0,0,1,0,0,0,7,0,7.0,0,0,0,600,0.0,0,13
GoodBoy45644#2367630,239,4774,0.948539638386648,13,82,9,110,15343,710,1077,4.080459770114944,174,856,55221,1270977,151.83971830985917,70564,5033
SlivkiShowDE#7394417,127,3514,1.0396449704142012,10,54,15,110,9017,583,1005,7.3797468354430364,79,336,28065,955848,87.63807890222985,37082,3380
Brandon23mbraigl#8315348,3,2,0.4,0,1,0,0,0,3,0,3.0,0,0,0,2000,0.0,0,5
Nicl#3787901,0,1,0.16666666666666666,0,1,0,110,0,3,0,3.0,0,2,0,800,0.0,0,6
BSE Diplex12#3553140,155,2888,0.8167420814479638,21,40,7,110,5912,298,487,3.1702127659574466,94,834,19866,526696,203.206711409396,25778,3536
catchy_pod1#3099664,250,3995,0.8034995977473853,8,140,2,112,485,1634,879,163.4,10,327,2050,2439098,5.188494492044063,2535,4972
treras17-alberto#1406383,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
ThrownSquash651#2573613,0,43,0.4479166666666667,0,8,0,110,0,50,11,50.0,0,1,0,36700,0.0,0,96
vert#9567407,1,192,0.4776119402985074,0,28,0,111,0,189,24,189.0,0,128,0,273875,0.0,0,402
usmigal66#6816012,3,3,0.13636363636363635,1,1,1,0,33,4,0,4.0,1,6,623,975,187.35,656,22
BattlePants#7047267,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,1
f-xc56#1900417,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,1
Mastter P#2864394,166,2164,0.8166037735849057,9,32,5,110,5806,309,295,2.575,120,390,30246,341754,297.27184466019423,36052,2650
Maniel#7923329,0,3,0.375,0,1,0,0,0,4,2,4.0,0,0,0,1950,0.0,0,8
caixukun#9277516,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
CeCtyri#6968314,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
FBCK-XENO#2351550,0,3,0.75,0,2,0,0,0,2,0,2.0,0,0,0,6225,0.0,0,4
CrazyDogg85#4990548,30,1698,0.8352188883423513,10,78,4,100,1944,639,302,24.57692307692308,26,154,8564,1216319,26.375586854460092,10508,2033
II Wartaken II#8674285,410,18819,1.8511705685618731,37,142,24,12,65224,1058,3254,1.7344262295081967,610,2492,265349,2488505,315.3958412098298,330573,10166
wineo_3#7687787,0,2,1.0,0,1,1,110,0,1,1,1.0,0,0,0,1550,0.0,0,2
z_SqEzY_z,10,649,0.8914835164835165,8,16,4,0,1704,41,106,3.727272727272727,11,125,8387,114168,197.8975609756097,10091,728
NeoDCUK#1890144,324,2110,0.6231541642055523,9,25,6,2,3235,547,244,2.7213930348258706,201,275,32685,232545,295.7967093235832,35920,3386
StellaLuna#8897521,532,11266,0.8370607028753994,18,136,17,111,48951,1585,1752,3.585972850678733,442,2762,242601,2305761,215.2485804416404,291552,13459
GUCCI_PANDA69696#6731819,0,43,0.4432989690721649,0,8,3,111,0,42,7,42.0,0,33,0,38825,0.0,0,97
InstantNitro#1464389,0,5,1.0,0,1,0,110,0,1,2,1.0,0,2,0,2220,0.0,0,5
Resalim#7186697,211,2467,0.48334639498432597,7,33,5,1,6651,409,468,2.588607594936709,158,517,62265,365938,256.1765281173594,68916,5104
MMYSKILLZ9#2398417,2,106,0.5668449197860963,6,4,3,0,479,7,15,1.4,5,37,2148,15645,394.02857142857147,2627,187
A7-RM7#8021103,94,137,0.6171171171171171,5,19,3,81,110,97,31,32.333333333333336,3,2,580,143850,14.529896907216495,690,222
alexgm_swc#5774255,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Mugolden2706#1468055,20,620,0.667384284176534,10,27,6,110,725,225,95,10.714285714285714,21,134,5989,266266,52.18133333333334,6714,929
Zappe98#5677797,119,3849,0.9994806543754868,11,78,11,111,13396,607,614,5.672897196261682,107,765,51349,1215695,122.95156507413508,64745,3851
xXSilverRazorXx,3,61,0.7721518987341772,5,3,1,0,359,9,9,4.5,2,24,1769,8772,242.66666666666669,2128,79
Mr_B4RBAR1AN#3106110,259,1495,0.5697408536585366,5,111,2,111,31,1349,222,1349.0,0,101,98,1731050,0.3994069681245367,129,2624
LynnD28#7686309,10,6,0.17142857142857146,0,3,0,0,0,10,3,10.0,0,0,0,8300,0.0,0,35
mandingo pp#1387340,133,436,0.7491408934707904,7,29,3,38,544,218,82,27.25,8,49,2130,298275,12.253211009174313,2674,582
momo#9356495,0,1,0.16666666666666666,0,1,0,0,0,3,0,3.0,0,0,0,750,0.0,0,6
Isaacgh_64#9153190,80,81,0.45,0,12,0,6,0,80,13,80.0,0,0,0,69541,0.0,0,180
Persian Don#8581151,0,887,0.9396186440677966,0,48,4,111,0,486,162,486.0,0,134,0,750915,0.0,0,944
Rava14,62,105,0.28610354223433243,5,18,1,110,89,157,22,52.33333333333334,3,16,444,139425,5.969426751592358,533,367
Tico666#2179290,109,1618,0.5735554767812833,9,49,6,110,3982,623,274,13.255319148936168,47,402,26054,757320,59.53772070626003,30036,2821
Philitup#4710379,200,3387,0.631196421915766,19,64,43,8,13965,596,488,1.7478005865102644,341,1025,69172,1052021,251.0889261744966,83137,5366
MaverickMexican,504,19793,1.0245354314405508,15,165,11,111,59813,1312,2666,2.815450643776824,466,4930,197263,3421625,175.57225609756097,257076,19319
IM GAY DADDY#7173728,4,89,0.5493827160493827,6,8,1,0,182,52,14,17.333333333333332,3,14,1567,37173,47.50384615384616,1749,162
rabarinel#2474159,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
MeadowsHands#7292359,0,5,0.5,0,1,0,0,0,5,1,5.0,0,0,0,2225,0.0,0,10
dannielito gg#1828243,25,255,0.7774390243902439,5,15,2,110,241,76,62,25.33333333333333,3,14,1593,104747,31.042105263157893,1834,328
NULL_BOX#8325431,30,726,1.03862660944206,10,14,7,0,3501,62,82,2.066666666666667,30,128,12571,86600,287.65161290322584,16072,699
OopsThatzYoAzz#5141940,59,1194,0.8297428769979153,9,22,6,110,4843,145,157,3.020833333333333,48,216,20453,180517,205.66758620689652,25296,1439
FLAMINGSKULL914#2547678,9,273,0.853125,8,9,7,110,1034,31,53,2.583333333333333,12,64,4173,42304,218.7290322580645,5207,320
anon35772437#5533250,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
camiloColombia98#6574522,0,14,0.875,0,2,0,0,0,8,3,8.0,0,0,0,6600,0.0,0,16
teamrunit1989,51,620,0.9239940387481372,8,15,5,15,2049,99,144,3.807692307692308,26,88,11955,102620,264.3575757575758,14004,671
me_em16g#3599853,167,1681,0.3622064210299504,7,26,9,26,5018,319,269,2.2,145,560,16224,253160,306.4645768025078,21242,4641
Lettice#8092253,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
scrappy-tapioca#5495538,68,966,0.6474530831099196,16,18,7,4,2438,137,154,2.4035087719298245,57,146,15022,136877,286.7956204379562,17460,1492
yamaha101101#9675698,1,1,0.1111111111111111,0,1,0,0,0,5,0,5.0,0,0,0,950,0.0,0,9
JonasTjapech#1674057,22,27,0.5869565217391305,0,5,0,0,0,22,9,22.0,0,0,0,19431,0.0,0,46
ThG1#4161657,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Killabone1198#8731481,0,1,0.07142857142857142,0,1,0,0,0,6,0,6.0,0,0,0,1100,0.0,0,14
t1g_0le_bitties#5424325,5,35,0.26515151515151514,3,2,2,0,148,10,9,2.5,4,18,1818,5125,271.26,1966,132
Miguelillo3945#2220126,1,5,0.1282051282051282,1,2,0,110,4,18,2,18.0,0,6,45,6575,12.4,49,39
GhostSorry#7214420,70,1977,1.0544,10,28,6,2,9133,130,279,2.4074074074074074,54,348,41830,280520,305.46461538461534,50963,1875
CH1LL3V#5957400,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
IRKUS7125#4280617,89,741,0.6983977379830348,8,24,4,110,1934,191,135,11.9375,16,190,9882,212650,74.95916230366494,11816,1061
xancito__#7289912,0,3,0.3333333333333333,0,1,0,0,0,4,1,4.0,0,0,0,1875,0.0,0,9
UCD_281771416519uYRhqsfRpHGKejDmgnRU,1,1,0.16666666666666666,1,1,0,0,5,1,0,1.0,0,0,49,100,40.2,54,6
FunkyPants#6026422,0,5,0.3125,0,1,0,0,0,8,2,8.0,0,0,0,2800,0.0,0,16
ratatamignon#6228965,0,297,1.08,0,27,3,111,0,120,55,120.0,0,34,0,264301,0.0,0,275
FivesTv_KimDamZ#6406760,99,5247,1.0324675324675323,16,47,11,36,16773,291,1006,1.7117647058823529,170,874,64234,724911,262.40206185567007,81007,5082
nvalex#2099059,0,0,0.0,0,1,0,35,0,0,0,0.0,0,0,0,0,0.0,0,0
KerKzy0#9959551,0,8,0.5714285714285714,0,2,0,0,0,7,0,7.0,0,0,0,6175,0.0,0,14
anon87032542#8972576,16,478,1.1601941747572817,14,9,7,0,1866,38,61,2.1111111111111107,18,64,7067,49030,253.8157894736842,8933,412
Soilder_1947#9882768,0,7,0.12962962962962962,0,2,0,110,0,8,3,8.0,0,5,0,5875,0.0,0,54
Jamil12345678901#7197038,12,124,0.9763779527559056,8,4,5,0,440,21,30,2.333333333333333,9,26,1680,16945,141.08571428571432,2120,127
mikeyflores126#6025982,10,134,0.4981412639405205,7,10,2,110,321,78,21,39.0,2,25,1808,50643,26.93846153846154,2129,269
evo_64,621,28002,1.0063973548016099,14,245,51,111,34053,2023,3492,2.936139332365748,689,2893,225637,6843591,165.9698467622343,259690,27824
GUGLOSS#6116264,544,8155,0.7026537997587454,10,162,7,111,24908,1718,1783,8.504950495049505,202,1997,150414,3276822,76.35611175785797,175322,11606
Crossie666,103,3263,0.9801742264944427,14,40,8,11,7219,240,385,2.3076923076923075,104,390,31550,514296,275.7275,38769,3329
GearHeadBabe4#7473213,254,4509,0.6468225505666332,9,62,7,110,14213,660,622,3.402061855670103,194,885,79496,1035250,205.6481818181818,93709,6971
RZT_Cobrak#8158484,0,684,0.8976377952755905,0,44,1,3,0,345,126,345.0,0,30,0,639720,0.0,0,762
dawud_12345#9677632,3,237,1.2091836734693877,11,8,5,0,1147,15,30,1.3636363636363635,11,38,5692,35655,330.88,6839,196
RedFury235#7950763,21,329,0.8501291989664083,4,22,2,110,121,123,54,41.0,3,111,785,188657,11.214634146341462,906,387
gdkrocks#4169293,65,1263,0.7540298507462686,11,22,8,10,3167,138,177,3.0,46,312,13038,179280,228.40434782608696,16205,1675
ScottSchwagga#1139381,92,317,0.6876355748373102,6,19,2,110,496,127,47,14.111111111111107,9,49,3271,140843,59.470866141732294,3767,461
Ikertzi#8150135,0,2,0.5,0,1,0,110,0,2,0,2.0,0,0,0,3400,0.0,0,4
FoggierMedusa69#3061626,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Waxe#1882793,0,42,0.3818181818181817,0,7,0,0,0,50,6,50.0,0,1,0,29000,0.0,0,110
BigGunzGaming,373,12236,1.8815931108719053,11,351,14,111,6559,2197,2748,23.126315789473683,95,1122,25157,11391186,21.506599908966773,31716,6503
OlavFlame1#2959388,56,59,0.3430232558139535,2,11,1,10,26,88,10,88.0,1,1,358,58850,4.813636363636364,384,172
anon86810858#8992359,18,206,0.6866666666666666,8,11,7,0,713,44,56,2.4444444444444446,18,54,3114,64326,234.8318181818182,3827,300
bunko#4332953,59,89,0.7606837606837606,0,13,0,37,0,59,18,59.0,0,0,0,75725,0.0,0,117
Emilio_MX106#5573019,65,737,0.9282115869017632,16,22,5,1,1630,151,150,4.081081081081081,37,88,7424,184746,141.2105960264901,9054,794
Jackgww#2602384,2,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,100,0.0,0,4
user31544026#8979392,675,15427,0.9497629748199224,16,137,10,110,49539,1529,2309,2.3632148377125195,647,3071,191737,2358003,181.74270765206018,241276,16243
xD_clapped3#7692062,0,54,0.4462809917355372,0,10,0,110,0,58,10,58.0,0,22,0,54825,0.0,0,121
zalupendrikos#3724105,0,5,0.4545454545454545,0,2,0,0,0,6,1,6.0,0,0,0,5375,0.0,0,11
fatmanbrad,395,13544,1.080925778132482,30,126,22,48,42045,977,2825,1.938492063492064,504,1830,131573,2059531,306.6270214943705,173618,12530
h4nna20#7670760,256,2197,0.7374958039610607,11,32,15,110,23055,601,972,4.419117647058823,136,1438,94502,348895,203.70748752079868,117557,2979
Dami010#1498325,2,467,0.7354330708661417,6,32,1,111,387,186,83,93.0,2,181,1845,356832,12.358064516129033,2232,635
Sourmilk176143#7076893,10,21,0.4772727272727273,2,2,0,0,46,14,2,14.0,0,2,401,7145,50.65714285714285,447,44
GcTACO#8171226,0,6,0.24,0,2,0,0,0,12,1,12.0,0,0,0,5590,0.0,0,25
PsychoAbdul#1841770,25,1058,1.2997542997542997,26,19,8,0,3563,55,172,2.0370370370370368,27,111,10551,150715,285.6981818181818,14114,814
Tiny man#7109151,51,3169,1.192249811888638,17,121,5,111,3132,722,904,32.81818181818182,22,201,14645,1951753,26.13573407202216,17777,2658
SoleBuffalo#5539720,0,6,0.3157894736842105,0,2,0,110,0,9,3,9.0,0,9,0,4225,0.0,0,19
Beefmaker#3697912,273,8796,1.0333646616541354,18,192,9,111,22263,1452,1247,7.7234042553191475,188,1654,87859,4564600,75.42727272727274,110122,8512
Ray_Moe21#9874862,267,1900,0.6558508802209182,6,137,7,111,614,1243,312,69.05555555555556,18,343,3513,2358366,4.267095736122285,4127,2897
snave#6053670,287,7751,0.9304921968787516,13,64,10,111,27281,654,1246,2.202020202020201,297,1751,93164,1053155,209.6110091743119,120445,8330
bdabliu#7170816,10,14,0.42424242424242425,0,3,0,0,0,14,1,14.0,0,0,0,11150,0.0,0,33
Alex Garza 28#7025127,169,2334,0.8861047835990888,12,44,9,110,7642,410,336,5.125,80,409,33885,628181,102.28097560975607,41527,2634
Btothatizzle#8019314,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Veenadouu#2734479,761,19071,1.1854913905638094,13,251,15,110,41944,1895,3447,5.429799426934097,349,1963,187960,7087410,92.60485488126648,229904,16087
alias_regroupe#5107968,1,3,0.08823529411764706,0,1,0,0,0,1,0,1.0,0,2,3,500,132.6,3,34
kilo1891#2929679,138,5723,0.9690145614629192,11,171,7,111,9355,1877,834,16.758928571428573,112,714,53278,3673742,30.7806073521577,62633,5906
sappyasian#6143245,0,5,0.08771929824561403,0,2,0,110,0,17,1,17.0,0,15,0,4275,0.0,0,57
Tim586#7533989,57,682,0.9827089337175792,7,22,5,110,2426,105,140,5.526315789473684,19,191,11869,182385,87.86285714285714,14295,694
drummersweg#7059888,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
shanhe#9830930,6,38,0.2602739726027397,3,5,15,0,234,24,5,4.0,6,32,2511,22045,187.125,2745,146
SisterlyConch13#4444136,0,851,0.9455555555555556,0,51,1,110,0,362,197,362.0,0,75,0,850943,0.0,0,900
TigerCrazy_1285#5616126,0,14,0.16279069767441862,0,6,0,110,0,44,4,44.0,0,19,0,22847,0.0,0,86
byos#1375820,29,364,0.9918256130790192,8,22,4,27,1061,79,53,8.777777777777779,9,45,5107,192270,59.00506329113924,6168,367
p_gluszek#6717119,62,375,0.8802816901408451,10,18,2,4,1056,75,54,5.769230769230767,13,44,5257,127622,138.44,6313,426
Diablo-Deo#4569430,1,485,0.4903943377148635,0,34,3,111,1,474,86,474.0,0,182,8,383365,0.026582278481012658,9,989
White#5231165,0,14,1.1666666666666667,0,3,0,0,0,7,3,7.0,0,0,0,7550,0.0,0,12
alone55,168,3075,0.9420955882352942,11,36,7,55,11950,297,374,2.4344262295081966,122,841,52216,427805,348.84444444444443,64166,3264
TiTcon57100#8450726,150,5281,0.9124049758120248,12,177,9,114,8064,1304,759,14.988505747126435,87,690,48820,3915523,58.12361963190185,56884,5788
ChrisFarleyMyDad#6246082,706,25527,0.9574300502587952,17,179,16,44,83744,1472,4542,2.2576687116564416,652,6628,299423,3990314,245.98247282608696,383167,26662
Kevin#9770267,330,4559,0.7472545484346829,11,50,12,110,12761,658,747,3.1787439613526565,207,830,43777,807781,218.1091185410334,56538,6101
brice2644#8781206,29,813,0.971326164874552,21,22,4,110,2745,100,121,4.166666666666667,24,162,12454,185538,139.476,15199,837
stayhighmaine#5752318,96,843,0.5936619718309859,10,16,3,110,3471,152,109,4.342857142857143,35,184,23452,111610,297.9513157894737,26923,1420
Vedad_Arnad0911#7614644,0,29,0.3625,0,5,0,110,0,33,4,33.0,0,1,0,22178,0.0,0,80
bermeaz04#3972912,4,567,0.7799174690508941,0,37,4,111,0,295,99,295.0,0,211,0,457501,0.0,0,727
瘋狂貓咪#8562444,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
giannisAK47#8919671,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
PantherD1943#7584942,471,19526,0.9489235554259612,17,167,18,58,63602,1464,3291,1.5674518201284795,934,4956,266612,3486389,245.6872950819672,330214,20577
VaffelKake-Ante#5011654,0,177,0.6730038022813688,0,15,0,1,0,79,34,79.0,0,0,0,99182,0.0,0,263
Kamdoggie15,26,522,0.6624365482233503,10,12,6,0,1480,54,62,2.16,25,92,4621,72878,290.9888888888889,6101,788
TheKingTino#5989048,0,5,0.05263157894736842,0,2,0,110,0,36,0,36.0,0,7,0,5918,0.0,0,95
APPLEBOI#7116787,3,92,0.7419354838709677,7,4,3,0,381,7,13,1.75,4,19,1625,14145,276.68571428571425,2006,124
eltonberg05#9717480,6,119,0.6502732240437158,10,5,3,0,401,19,19,3.8,5,31,2723,19430,139.89473684210526,3124,183
LuisHlic96#8035230,131,295,0.4160789844851904,6,30,9,110,507,231,44,12.833333333333336,18,48,2402,319395,33.654545454545456,2909,709
